Date,Sentiprop,SentipropMc,SemanticAxis,SemanticAxisMc,McDonaldF,McDonald,N,Price,DLPrice,DumCovid,DLPriceDir,Outlier,US10,Gold,Vix,Ehat
2019-01-02T00:00:00Z,-0.011436182087964316,0.13758337465080933,0.049283840447214844,0.4770576228434162,1,1,1,46.54,0.024579812764286224,0,1,0,NA,NA,NA,0.02362486011184684
2019-01-03T00:00:00Z,-0.3124406068556619,0.5783604537764678,0.00835572085217771,1.4121751974085661,-0.06464646464646465,0.6666666666666667,4,47.09,0.011748506381317636,0,1,0,-0.10000000000000009,0.005867854480172241,2.2300000000000004,0.008521380586090123
2019-01-04T00:00:00Z,0.2588540342630216,1.0397285322570728,0.9228799315569877,2.7629727774582142,0.5818181818181818,-0.2888888888888889,6,47.96,0.018306665903850217,0,1,0,0.10999999999999988,-0.00820904487372065,-4.07,0.020090440289897978
2019-01-07T00:00:00Z,-0.15206396326180394,-0.007279905980761191,-0.21820206002012196,0.31450161839350743,-0.7777777777777777,-1,2,48.52,0.011608753916535708,0,1,0,0.03000000000000025,0.009564242262318778,0.019999999999999574,0.013263999393567847
2019-01-08T00:00:00Z,0.143757172968928,0.9757316675808793,0.8300395910548523,2.938764876017904,-1.1585901027077496,-0.8545454545454545,7,49.78,0.02563721286359666,0,1,0,0.029999999999999805,-0.004459705295506211,-0.9299999999999997,0.025125124989457525
2019-01-09T00:00:00Z,-0.1594560751454909,1.047787054358827,0.7934788042827918,2.3898984398913514,-1.6605339105339105,0.2900432900432901,7,52.36,0.05052964410225336,0,1,0,0.010000000000000231,0.0016698708759834702,-0.48999999999999844,0.04722756764269105
2019-01-10T00:00:00Z,0.14093888666813884,0.7571598199174804,1.2266694592949694,2.4356978293004645,0.24000000000000005,-1.7222222222222223,6,52.59,0.004383046559553794,0,1,0,0,0.002557645261713759,-0.4800000000000004,9.580220370803049e-4
2019-01-11T00:00:00Z,1.7805259635006107e-4,1.4726885027890713,1.4443811807849998,3.6916006137527733,1.2047619047619047,-0.3,9,51.59,-0.019198132344694585,0,0,0,-0.03000000000000025,-0.0022860695389139707,-1.3099999999999987,-0.011764793975523607
2019-01-14T00:00:00Z,0.24875475274870237,0.6141262247083547,0.3070036508864412,1.36083927411551,-0.45,0.42857142857142855,3,50.51,-0.02115651877659719,0,0,0,0,0.0029437988489888767,0.879999999999999,-0.014833535957310804
2019-01-15T00:00:00Z,-0.24913535913346707,1.2225857735554642,0.5071581638140312,2.6938619451278534,-1.3464912280701755,-0.7444444444444445,10,52.11,0.031185532441162067,0,1,0,0.010000000000000231,0.0012755350278963462,-0.46999999999999886,0.027012182446136755
2019-01-16T00:00:00Z,0.35209745110069807,0.8244356673044139,0.7634648357925825,2.1104678517137008,3.1333333333333333,1.8888888888888888,5,52.31,0.0038306884613965586,0,1,0,0.009999999999999787,-0.001623690773080888,0.4399999999999977,-0.007578882036057519
2019-01-17T00:00:00Z,0.13691794786393108,1.5677608406000512,1.1554537483004794,3.181526985178333,3.2643274853801167,3.238095238095238,8,52.07,-0.004598590207712139,0,0,0,0.020000000000000018,-0.0012388696900043072,-0.9800000000000004,1.335226083909417e-4
2019-01-18T00:00:00Z,0.23307206034646397,0.9744626362539106,1.557647088385421,3.4526751150125756,-1.3975905673274094,-2.6833333333333336,7,53.8,0.03268449999293077,0,1,0,0.040000000000000036,-0.00504875048119402,-0.259999999999998,0.04240369581071408
2019-01-22T00:00:00Z,0.10505356144791521,1.4447898401945474,0.9697106438411512,3.334644574559207,0.7,-0.11260504201680673,7,52.57,-0.023127852336382038,0,0,0,NA,0.001990904957575701,NA,-0.03001747580137615
2019-01-23T00:00:00Z,0.4322180945230818,1.3124084925814574,1.8862968026402547,3.428709192551996,0.9674603174603174,0.8,8,52.62,9.506607807900913e-4,0,1,0,0.019999999999999574,-0.0017955428532951956,-1.2800000000000011,-1.7383628634925344e-4
2019-01-24T00:00:00Z,0.23338937788988004,1.6019948343272699,1.1532609942412473,3.5675711536050883,1.954102999434069,0.01715686274509802,6,53.13,0.009645464850705388,0,1,0,-0.03999999999999959,0.0030427173855205325,-0.629999999999999,0.011699092652625564
2019-01-25T00:00:00Z,0.5724609761277264,1.1296468651257496,1.822106855243907,2.3610079749811845,1.8081196581196581,-1.0238095238095237,6,53.69,0.010485023971626095,0,1,0,0.03999999999999959,0.007914380231026641,-1.4699999999999989,0.010419071790229361
2019-01-28T00:00:00Z,0.2256448947434408,0.4996557460201858,0.4011255238419566,1.0009221259916867,0.5238095238095237,0.8333333333333334,2,51.99,-0.03217537203885357,0,0,0,-0.009999999999999787,0.0063558311840195,1.4499999999999993,-0.03388366776942639
2019-01-29T00:00:00Z,0.1335690495819847,1.3910136530941426,1.9080058246186145,2.8989025068964525,0.42720797720797726,1.8095238095238095,7,53.31,0.02507253843904511,0,1,0,-0.029999999999999805,0.004138412619767884,0.259999999999998,0.030178861856505413
2019-01-30T00:00:00Z,0.4215123897452634,0.9884153605581874,0.37222685034768627,3.071715268439742,2.452014652014652,0.6111111111111112,7,54.23,0.017110330018299535,0,1,0,-0.020000000000000018,0.0024061884998056726,-1.4699999999999989,0.012110237278508266
2019-01-31T00:00:00Z,0.07379439693301798,1.3393634690538632,1.3134598734609793,3.43817081289003,0.007407407407407418,-0.7,8,53.79,-0.008146684567817974,0,0,0,-0.07000000000000028,0.009529486112596963,-1.0899999999999999,-0.011718761974915518
2019-02-01T00:00:00Z,0.35773858691167776,2.2641422272157894,1.8439989979999614,5.101651036496207,2.297113997113997,-0.47222222222222215,12,55.26,0.026961743210119238,0,1,0,0.07000000000000028,-0.003444428924443521,-0.4299999999999997,0.03310000871643524
2019-02-04T00:00:00Z,0.12763651522251876,-0.07100657902367,0.34326931986123704,0.4643811364899871,0.5333333333333333,2,2,54.56,-0.01274830596006371,0,0,0,0.029999999999999805,-0.004979389576419635,-0.41000000000000014,-0.013797330489169696
2019-02-05T00:00:00Z,-0.2946382790902912,0.6675959155592119,0.30791115767147753,1.3524632107696832,-0.6515118868060045,-3.0588235294117645,7,53.66,-0.016633168537728782,0,0,0,-0.020000000000000018,0.001561102226533606,-0.16000000000000014,-0.01648675872486868
2019-02-06T00:00:00Z,0.18221589540746236,1.276423194360481,0.875373337810407,3.5953869132325407,-0.01619047619047622,-1.6615384615384614,7,54.01,0.0065013696073217275,0,1,0,-0.009999999999999787,-0.0013705933768211054,-0.1899999999999995,0.007929684581281252
2019-02-07T00:00:00Z,-0.5216772100166683,0.49600902235642413,0.30823578926682405,1.4336734552128299,-1.795182595182595,-2.6666666666666665,7,52.64,-0.025692927587738,0,0,0,-0.050000000000000266,-0.0018303848917495813,0.9900000000000002,-0.028339833628811414
2019-02-08T00:00:00Z,0.10299308453408594,1.1309121318997792,0.3793722079477379,3.1851594907104204,-1.071047906342024,-1.9437229437229437,7,52.72,0.0015186031771898811,0,1,0,-0.020000000000000018,0.0036954534693034446,-0.6500000000000004,0.004171193117983607
2019-02-11T00:00:00Z,0.05272445828218096,0.7011291400296872,0.519141317542099,1.7044279580745674,0.5555555555555556,1.2,4,52.41,-0.005897477380176763,0,0,0,0.020000000000000018,-0.006447328008245101,0.25,-0.006793043417281533
2019-02-12T00:00:00Z,-0.2383730359469497,1.618609789898842,0.9048783185887637,3.440220530973454,-0.4595959595959595,-0.7555555555555555,8,53.1,0.013079515433818578,0,1,0,0.03000000000000025,0.0027518745389416566,-0.5400000000000009,0.011989245845426925
2019-02-13T00:00:00Z,0.4979185343360649,1.1462023136394999,1.1422853920682625,2.5159572679022832,2.058333333333333,0.6333333333333333,6,53.9,0.014953549667057864,0,1,0,0.029999999999999805,0.0021351235806843505,0.22000000000000064,0.013142235159038678
2019-02-14T00:00:00Z,0.08338193092613452,1.3163970260013895,0.7384701993292614,2.450950902956261,1.9087301587301586,1.619047619047619,7,54.41,0.009417482582882553,0,1,0,-0.04999999999999982,-0.0010288654808716657,0.5699999999999985,0.009577196998179332
2019-02-15T00:00:00Z,0.06730654151057691,0.8744425480688691,0.7459650445850907,2.096157204469457,0.8158730158730159,-0.7727272727272727,6,55.59,0.021455368467544034,0,1,0,0,0.0038812834112267325,-1.3099999999999987,0.023278808788617412
2019-02-19T00:00:00Z,0.3895858247310684,1.5646377703262992,1.820903317433558,3.4746518402513926,1.2633173843700158,0.8571428571428572,8,56.09,0.008954214554868223,0,1,0,NA,0.006504638203272073,NA,0.007407877570895511
2019-02-20T00:00:00Z,-0.03938214011117967,0.5529363060209921,-0.0695597481962647,1.4338384392759695,1.6442307692307692,0.3333333333333333,5,56.92,0.014689229701405182,0,1,0,0,0.0071698279436205326,-0.8600000000000012,0.014499580892609632
2019-02-21T00:00:00Z,0.4039505800044065,1.8759567745118966,1.719025338239884,5.007279558958632,0.3355790662426819,-2.056060606060606,10,56.96,7.024938820689997e-4,0,1,0,0.040000000000000036,-0.009345862418236983,0.4400000000000013,9.463467553030324e-4
2019-02-22T00:00:00Z,-0.09503495950278976,1.1163411252675834,0.6546755943257404,2.828879068721296,-1.6041958041958042,0.23333333333333334,7,57.26,0.005253032566248983,0,1,0,-0.040000000000000036,-0.0016539491798051031,-0.9500000000000011,0.00699605783654433
2019-02-25T00:00:00Z,0.07925409079473857,0.5476051492131188,0.6870350969201704,1.4669882310435884,0.48412698412698413,0.8333333333333333,3,55.48,-0.03157970422333811,0,0,0,0.020000000000000018,0.001503703151651159,1.3399999999999999,-0.03213394705803487
2019-02-26T00:00:00Z,-0.0948023799474731,0.7569110530443119,0.5185028394663032,1.7871434019099648,-0.16666666666666669,-1,5,55.5,3.6042530575741694e-4,0,1,0,-0.029999999999999805,-0.004517909872181924,0.3200000000000003,0.003638033316307717
2019-02-27T00:00:00Z,-0.24775876979121342,1.1009511023328318,0.166047820261787,2.1982375967147862,-0.19413919413919417,-1.8571428571428572,6,56.94,0.025615061097503222,0,1,0,0.04999999999999982,-0.0016616945551000128,-0.47000000000000064,0.022770493832983123
2019-02-28T00:00:00Z,0.1859778753462495,2.090047189747654,1.6789200088825917,3.8615528641107923,0.5185592185592185,-2.2,9,57.22,0.004905405772072768,0,1,0,0.040000000000000036,-0.002800910233841769,0.08000000000000007,-9.841573753363864e-4
2019-03-01T00:00:00Z,0.027942647836935626,1.1480300738844937,1.0516474972104113,3.1482490231035407,0.8394714407502131,0.12888888888888891,8,55.8,-0.025129618234699613,0,0,0,0.029999999999999805,-0.005473009746716606,-1.209999999999999,-0.021498467095351307
2019-03-04T00:00:00Z,0.07020357804643386,0.43051899253129033,0.5621138287337923,0.7661043053363885,1.5,0.6666666666666667,2,56.59,0.014058421767167317,0,1,0,-0.03999999999999959,-0.020444626084555217,1.0600000000000005,0.022451241478736447
2019-03-05T00:00:00Z,-0.03773206841848721,1.6469967347299306,1.1529896160859472,3.2242038259215833,-0.5448943213649096,-2.0248862248862247,7,56.56,-5.302695661146828e-4,0,0,0,0,-0.0012455240595086181,0.10999999999999943,-0.006775514225356439
2019-03-06T00:00:00Z,0.3047983613713921,1.4048840989957105,1.479525226862649,3.2307918181881248,0.35784215784215784,1.1428571428571428,6,56.22,-0.0060294561099318855,0,0,0,-0.03000000000000025,0.0015955483703251616,1,-0.011126927243731266
2019-03-07T00:00:00Z,0.4863102340869505,1.5026220432111037,1.3094905147161593,3.4363530027238514,0.7548821548821549,-0.1333333333333333,8,56.66,0.0077959289239846186,0,1,0,-0.04999999999999982,-4.2782413191666535e-4,0.8499999999999996,0.012377793385731643
2019-03-08T00:00:00Z,0.47522992626662086,1.493380858511154,1.650204779213123,3.6865324778324537,3.5877996272733115,1.8846153846153846,9,56.07,-0.010467584266788954,0,0,0,-0.020000000000000018,0.008868980115423142,-0.5399999999999991,-0.007939725625042224
2019-03-11T00:00:00Z,-0.20260309589228565,0.24092950211744965,0.2012297291031903,0.8084364324241421,0.3492063492063492,0.717948717948718,2,56.79,0.012759343753759644,0,1,0,0.020000000000000018,-0.0030894019551785945,-1.7200000000000006,0.011980252432160124
2019-03-12T00:00:00Z,0.29115620594362496,0.9420026514285954,1.4747732631332606,2.6727447534686637,-1.5075237500866792,-1.3411764705882354,8,56.87,0.0014077074293670222,0,1,0,-0.03000000000000025,0.0033207227982181564,-0.5600000000000005,-0.0033012914895186817
2019-03-13T00:00:00Z,0.4028130629790944,1.333833277531933,1.3589480071217581,2.9614509527010213,1.6007142857142858,-0.2198412698412699,7,58.26,0.024147790212580844,0,1,0,0,0.00760372327085701,-0.35999999999999943,0.025420199455961454
2019-03-14T00:00:00Z,0.060386806589674547,1.7014391512000053,1.01219369426728,3.120403024593207,-0.14055258467023168,-2.5047619047619047,7,58.61,0.005989578957048991,0,1,0,0.020000000000000018,-0.008760862951001869,0.08999999999999986,0.006621711585022658
2019-03-15T00:00:00Z,-0.1142124051852991,1.040201258754015,0.6386421620114846,1.6090396579367778,0.7175438596491228,-1.6,7,58.52,-0.0015367543364144254,0,0,0,-0.040000000000000036,0.006117638979152851,-0.6199999999999992,-3.927667178737541e-4
