words,polarity
tanker,0.3853744030213481
syrian,0.385634873804551
clipperdata,0.3857508943134432
boat,0.3860952999403681
contact,0.3861679531035507
annexation,0.3864246428560553
styled,0.3864875567882528
legitimacy,0.3866930769595847
lights,0.38687847194973923
vandalism,0.38700900955198575
supposedly,0.3876042852934366
sally,0.38803840321591054
paramilitary,0.38811166370290223
earthquakes,0.38818380982909306
blackouts,0.38839621686610676
weapons,0.38845978016035815
arriving,0.3884833304851244
prevented,0.38861061689605825
heels,0.3886245523296807
investigators,0.38906660512155117
departed,0.38911439200199505
battle,0.3893996800312621
rescued,0.38955308230627966
spilled,0.389565695402484
exploded,0.3898659797488413
debates,0.38987104627795977
sailors,0.3898831992079233
angry,0.3900780954556517
1990s,0.3902016161166
triggering,0.39020985612334175
flag,0.39042637155210397
difficulties,0.3904835087413317
anchored,0.3906292030217636
imelda,0.39069984067469415
militarization,0.3907444981828798
detained,0.3908348343682038
spills,0.390841952889366
zawiya,0.39093970990839655
majeure,0.39094722439929747
intact,0.3909540792672067
describing,0.3910620935859307
hms,0.3912711047829269
truce,0.39128911447182485
culprit,0.3916377347235405
backed,0.39171337330668443
arrests,0.3919038122562583
civil,0.3919110416011633
sunday,0.39194925350495796
grace,0.39203322576621547
battling,0.3921427438983178
suspension,0.39232691398846836
stena,0.39235302590487886
montrose,0.3923791630915821
demonstrations,0.39243428272723613
presumably,0.3924435346952778
anger,0.3924514328953385
shutdowns,0.3926150428795171
police,0.3928767860796843
darya,0.3930168879092827
boarded,0.3931348560393925
naming,0.39379769141058757
formed,0.3939091385369101
strongman,0.39397129407458475
force,0.3940845525761184
adrian,0.39412400897572125
port,0.39433010554012415
ankara,0.39456793464530554
declaration,0.3947629444463707
fujairah,0.39493350410825706
unplanned,0.3951767361228075
soleimani,0.3952388662546064
groups,0.3952840638470858
ties,0.3953969636040628
referendum,0.39545367756369504
constraints,0.3954838180765873
persian,0.39555346625176446
impero,0.3958008555885227
un,0.395892310214074
men,0.39597589053192805
shores,0.3959979434270598
saturday,0.3961773856161466
pollutants,0.3965390601603178
attempted,0.39660358527203005
ruler,0.39661977343404664
bab,0.3967228833938629
leaked,0.3967296393351593
outrage,0.39676844763109914
questions,0.3968246592628471
darkness,0.39726708697014074
cia,0.39731217701511135
decimated,0.3973157088548292
warnings,0.39741927745687217
unknown,0.39745345108960806
accord,0.3975254198121395
seizing,0.3975811109653777
carlyle,0.397661476891569
fish,0.39772407352155575
abnormal,0.39778259191084336
recognised,0.39779842179725516
landfall,0.3978787210949084
peaceful,0.39792586996021595
hyperinflation,0.3980700753436799
lagos,0.3980713112235899
frigate,0.39815739677150136
russians,0.3982187199745248
navy,0.3983244150042251
isolated,0.3985050481479085
species,0.3985465881939313
rationing,0.3985572896793277
damage,0.3986665309021293
side,0.39886036973088146
hormuz,0.3989385352462404
died,0.3990153724694908
halt,0.39903755045176276
annexed,0.39910394967873447
trouble,0.39914128436020446
weekend,0.3992357587320154
libyan,0.39926304218754627
liberian,0.39937534331714214
crimea,0.39950569863509783
adversary,0.39974401652779257
control,0.39982935367096484
liberia,0.3999010198566715
arrangements,0.39991192102778805
advised,0.39994154562263673
gibraltar,0.40001252181697383
republic,0.4000374594352752
laura,0.4002529673831962
lebanese,0.4003721220171111
waged,0.4004031252380072
flying,0.4004402341875346
isolation,0.4004717572532739
tehran,0.4005980925174652
rumors,0.4006241651358529
suspicious,0.4006599741567932
commander,0.4007597507539149
alarm,0.40081653295977554
aframax,0.40083536523419305
mt,0.4008632776660443
suffered,0.40105950283157366
leaking,0.40123353018790714
extinction,0.4012943638127475
rebel,0.401295073788221
quds,0.4013140731443905
engineer,0.4013169855306591
remained,0.40135134562046076
locals,0.40144813211735125
qassem,0.40146476818543947
courtesy,0.40155250950821675
hospital,0.4016583281812653
cosco,0.4018541462601517
fact,0.4019954413920117
loyal,0.4020177566779625
trial,0.40203797487271425
jailed,0.4020619912781564
reaffirmed,0.40206259019039553
traveling,0.40211346004840903
subsided,0.4021310003116962
clashing,0.40214678061663184
stealing,0.40224921822689313
images,0.4026510094652943
mulling,0.4026756811480829
spotted,0.4027159187190018
rift,0.40279622402890414
lasted,0.402849602590751
played,0.4029654734775994
aboard,0.40303002534768984
spying,0.40309761385262394
stalled,0.40316120140354705
witnesses,0.4035174125213675
deliberations,0.4035274582445258
noc,0.4037315225878871
closed,0.4037601864867652
enemies,0.40380444194262155
crimes,0.4039705027599209
alarming,0.4040594322934078
missing,0.40417141942968066
towns,0.4042912255957524
malta,0.40431148236055114
cancelled,0.4043750138966146
waited,0.40446097442159706
involvement,0.4044679280565803
contamination,0.40448457882927363
recoverable,0.404651205139308
channel,0.4046633738807677
designated,0.40484133183425136
peace,0.4051410137386026
sanctions,0.4051413385978349
doubts,0.40514158110530263
sparked,0.405159009810811
worsened,0.40531420488139974
arabian,0.4053448706760988
tactics,0.40561804533034734
sandro,0.40572091263453014
blown,0.4058171356148013
brother,0.40588940187276734
captain,0.4059093320439531
silence,0.40608587836799903
sanaa,0.4063040104000667
flagged,0.4063259666802987
broken,0.4064725132153769
deepened,0.4064744325215682
denies,0.4064760667160092
tasnim,0.4064947073414092
rival,0.4065803048147591
accusations,0.40661031602916115
reactions,0.4066561938041136
allegations,0.4067433042485036
tankers,0.4067567064577191
occupied,0.4067830133407041
investigated,0.40709529680369877
brink,0.40720282650283157
cliff,0.4072084459078121
helicopters,0.40750487591056256
contractor,0.40756578064512206
midnight,0.4077066421681855
crescent,0.40775226679219495
wake,0.4077996106132209
denying,0.40793209684427273
worried,0.4079779766435811
expanded,0.40800339569146243
caliphate,0.4080759552909928
political,0.4080889154206907
suspended,0.4081144288053148
underinvestment,0.4081764797235916
ideological,0.40820198039701383
worry,0.40845410858515413
halted,0.40847710101391865
cristobal,0.4085698543104641
vandals,0.40857707465061854
worries,0.4086242153167387
unrelated,0.40879665200488846
minimal,0.40882455617350083
mauritius,0.40883649109707376
manhattan,0.40885150126692604
nuclear,0.4089135470670623
residents,0.40892120059772147
adamant,0.40901484611285305
plot,0.40901930905518663
impasse,0.40906501953222246
tropical,0.4090661779184566
fatalities,0.4090731418723377
uninterrupted,0.4091002831769188
restart,0.4091147826758845
chaos,0.4092259016932239
attended,0.40929107107998264
pollution,0.4093089322344645
specifics,0.4093136641404318
belarus,0.4095237793321813
suez,0.4095446763167339
apparent,0.40972371509461275
crippled,0.4098200333397708
aired,0.4099669312062181
proxy,0.41013285182034953
conducted,0.41024146342393986
inter,0.4103363208014999
kurds,0.41042797427075317
fault,0.41048385006615895
worker,0.41057293701002245
expressed,0.4106097528447752
club,0.4106321211907879
peaked,0.4106362163327445
indefinitely,0.41066442625295374
marines,0.41069244344400085
freefall,0.41085362760787225
discrimination,0.4108987467909976
radar,0.4109423937301276
fishing,0.41099322123304505
caused,0.41105127258404733
command,0.4110993089965419
cn,0.4112207762598544
series,0.41128241736298776
holy,0.4113217570982847
neighbors,0.4113731968056899
gerd,0.4114199014392069
burdened,0.41149038663545673
fated,0.41150957303786917
town,0.4115137918039031
sailing,0.41151999911214854
removed,0.4115283867315243
infiltration,0.41154453760349596
carrier,0.41154876611376295
plagued,0.41158491967827626
accident,0.4115957912472694
denied,0.41166764400134326
climatic,0.41173999276255946
violating,0.41180408724504347
kurdistan,0.41180902197725766
suspicions,0.4118157325819365
flooded,0.411887051822448
footage,0.4119088980849838
hiatus,0.4119524410589636
rivers,0.4120037922046122
recording,0.41203605153885464
barry,0.4120625091429937
canal,0.412094889611262
criticism,0.41220972911873777
fought,0.4122952502317345
administrations,0.4123163277370615
tear,0.41238540794521833
bilateral,0.4124222753712518
minor,0.41255157056901137
crime,0.41257478399922926
affected,0.4126755615148225
lifted,0.41271479981058834
interviewed,0.412748594342587
embassy,0.41279511786182843
traditionally,0.41280814549250955
broker,0.4128145455396376
vietnamese,0.412852712150952
irgc,0.41293942109324244
mutual,0.4129415562211518
depending,0.4131589681223162
theft,0.4131730311156345
presidency,0.41323512050854827
mandeb,0.4132627015255758
uncertainty,0.41326814901757836
worsening,0.4133285729014845
blocked,0.4133700420175893
evidently,0.4133740376086405
relationship,0.41343313495247064
greek,0.4135926301716697
intensifying,0.4136470581769317
seceded,0.41368417006587027
identity,0.4137547427603743
broke,0.41375950717021637
confidential,0.4138115469374107
dock,0.4138953911383543
repeated,0.41414894310617356
aden,0.4142481481982619
transfers,0.4142565796323156
tribal,0.41426762777264264
suwet,0.41427357166865975
diplomatic,0.4142982733605505
stifled,0.41435014771049594
emirates,0.4144151627683282
transponders,0.4144259122132131
suezmax,0.4144776279328558
endangered,0.41448182027115044
gravely,0.41460073397681174
leaks,0.4146034166956697
cypriot,0.41470301378826974
war,0.4147084669149768
canceled,0.4149698597180101
hariga,0.4149993172883148
shooting,0.4150293335041446
lawsuits,0.41503488683939893
hong,0.41525476550461143
stolt,0.41527802772307953
brief,0.4153309338455494
hardest,0.41536336541759233
assurance,0.4153862680003362
issue,0.4154101368890175
turkish,0.41541783556755413
dragging,0.4154241021035101
ceyhan,0.41547239895900073
terrorists,0.4154926319729839
discharge,0.41561129482840736
neglected,0.41566144854811093
hours,0.41566408263580024
niger,0.41567552762097254
choke,0.41586310192282533
staged,0.4158765752912784
recognized,0.41593070733322424
indigenous,0.41596201186740034
delta,0.4159631801335419
emails,0.41597656669362537
malware,0.41598729196917206
traffic,0.4159948090359683
propaganda,0.41606522630486803
gap,0.41615095392821766
originate,0.4162314592426012
canceling,0.416241148030594
arrested,0.416314811789482
opposition,0.41633701849490107
factored,0.41635276626742285
speculation,0.41641279118990315
ravaged,0.41646907297402525
toppled,0.4168387004388478
boats,0.4168967657417792
campaign,0.4169034459764329
punish,0.4169360639667191
shutoff,0.416941967518608
visible,0.41705379457934016
approaching,0.4170622035027235
feel,0.41712413580878827
circles,0.4172149899616052
multiple,0.41731682753904575
faced,0.4173612590798169
semi,0.4174249407120237
bolivia,0.41743427747207573
boarding,0.4174723239798541
unjustified,0.4175366865846118
hostile,0.4175746349131829
congestion,0.41760274609018483
friday,0.417644757871249
strait,0.4176859504062912
restricted,0.41770147665663215
disgruntlement,0.41783609096061797
smoke,0.417893274332064
stripped,0.41791094902597453
zones,0.4179961702943204
politically,0.41811034832161886
premises,0.41819590402188095
knutsen,0.4182011248046946
diplomats,0.4182205144878996
defence,0.4182450641285911
btc,0.41829304185925986
repercussions,0.41834745446413907
tangsiri,0.4185475599717675
contacts,0.41859168583376377
ruptured,0.4186407169738738
transponder,0.4186420640399859
evacuations,0.41870530867236644
plotting,0.4187062375137846
speculating,0.41872492938559785
bravo,0.4187593432757604
amuay,0.4187973585932376
assisted,0.4188337792985964
victims,0.41884581093135836
neighbor,0.4188582784046872
dark,0.41886580214564395
teams,0.4188718613564625
minutes,0.4189710076023175
activated,0.41902631060991663
origin,0.4191061347548679
krg,0.4191413314756972
protracted,0.41915153765690955
wet,0.41915537468628017
khuzestan,0.41915960079343645
claimed,0.4191881815045505
ally,0.41919022325170113
armenia,0.41919268156363043
immigration,0.4192199125932462
cooling,0.4192531957377118
nationals,0.4192817042681146
grappling,0.41938755807978534
grown,0.419463803916362
missouri,0.41948311358453333
thousands,0.41958330199561933
investigations,0.41960646810618274
verification,0.4196531805696885
uncertainties,0.4196613120447674
disastrous,0.4197291997894868
leaders,0.4197417597904805
defeat,0.41977050279641553
surrounding,0.41983487713157364
obstacles,0.4198730778247407
territory,0.4199050912630922
eye,0.41991595730512943
nowhere,0.4200594990065184
deteriorated,0.42007333763020094
fukushima,0.42007648383349355
return,0.4200828166231473
drug,0.4201276572924494
lift,0.4201541088094715
trackers,0.420157581007395
prison,0.4202162444718816
fierce,0.4202385720188504
hungary,0.4202876247115273
devices,0.42038455089818605
aruba,0.4204189738127302
experienced,0.4204225026437789
mine,0.4205222413585721
returning,0.42056458724195284
advise,0.42060109634974047
evacuated,0.42071904426483386
websites,0.4207714770227032
mediation,0.42082951191243456
resumed,0.4208597880655152
empty,0.4209635008622415
dialogue,0.4209876069180609
quarantined,0.4210340697766272
authorities,0.421070004480381
tough,0.4210904827094018
venice,0.42110990945261617
severe,0.42112174894650417
territorial,0.4211949852659518
el,0.4212686097156124
lashed,0.4212851691711711
targeted,0.42130213204248024
euphrates,0.4213079173408765
bribery,0.42135379150824975
quiet,0.4213569615753831
suddenly,0.42137101419623724
ongoing,0.42149251908982094
nervous,0.4215163031907739
jail,0.42151888922542124
intensified,0.42161328729856484
blame,0.4216414601120316
internet,0.4216675693876007
blood,0.42168555646235684
damages,0.42180077932124566
alleged,0.42192001128574863
tikhonov,0.421923094797446
streets,0.42194252305780916
occurs,0.4219531868708084
exempted,0.4219842312203327
ship,0.42200190073344274
claiming,0.4220047642744248
executed,0.4220194009262873
correlation,0.42203728799123436
behalf,0.42222241323845505
corps,0.42224972012247564
replaced,0.4224016421215242
portugal,0.42242628538410026
fueled,0.42250722292965714
defendants,0.42250855507612184
die,0.4225231675530445
arrived,0.42254376448343295
humanitarian,0.42262002630675954
phone,0.4226598180463219
heard,0.42266854035932444
vessels,0.4227443006242146
nationwide,0.422752534593173
iran,0.4227838376091883
channels,0.4227955765922026
imposition,0.422878043966817
pledges,0.4228859130979054
ais,0.42288986748617385
evidence,0.42290132510388895
claims,0.4229085676720461
arrest,0.4229232655818008
opted,0.42293384339366347
resulted,0.4230255548303446
lithuania,0.42304032183004986
ships,0.4230493044842011
stopping,0.4230505127712289
indications,0.4230804228911716
passes,0.42313797685180476
pitted,0.4231647355227727
season,0.42322107240102297
es,0.4232719757226396
coasts,0.42330211715509136
contaminated,0.42331588441036816
ransom,0.42333457916379513
imposed,0.4233656239408621
retreat,0.42346748974960385
suffer,0.42351555711656014
facilitated,0.4235566020368287
hundred,0.4235841499156703
radiation,0.4236118832805522
personnel,0.4236560531294797
mind,0.42370271510665664
trafficking,0.4237091852527067
disguise,0.42374124762841725
views,0.42376105149820475
reis,0.42376394974579
curtailed,0.4237721392775798
breach,0.42382832510932195
upgraders,0.4238429009553613
elimination,0.42388427900237946
caverns,0.4239544902728191
blocking,0.4239766921036871
precautionary,0.4240691930356583
shadow,0.4241846871718579
headed,0.4242329920950061
emergency,0.42426130776831117
infections,0.42427172242845307
kicked,0.42430545070559417
bridge,0.4243161175479368
suspicion,0.4243403035055842
fresh,0.4243415240136209
severely,0.4243538917020896
conspiracy,0.4244234812312262
neglect,0.42445281380821676
sider,0.4245236632899107
regularly,0.42462127224828733
st,0.42462320391076785
issues,0.42463354127685776
cargo,0.42468485183853805
ports,0.42476042906913564
libya,0.4247809725615501
named,0.42481026030438723
already,0.42486115300286287
routes,0.42487380546965764
jose,0.4249584109247998
voyage,0.4249836896955333
curbed,0.42502601251031263
tremors,0.42507106055700355
squeeze,0.4251477462014321
cusp,0.4251843317695824
maritime,0.4252248515194439
digging,0.4252253109633793
aggravating,0.42525752385905097
halfway,0.4252825493135704
engineers,0.42530208367660594
doubt,0.42532076864045815
chartered,0.4253282290642164
disclosed,0.4253763556736829
sharara,0.4254455616301566
combination,0.4255047179505241
communities,0.42555633185397185
embroiled,0.4255742836300004
vocal,0.42564852283421273
handed,0.42571150682763576
idaho,0.4257195909880595
hurting,0.42573488156634864
family,0.42578102335245216
arbitration,0.4258509824081311
aftermath,0.42586176729510195
conditioning,0.4260083777620083
restive,0.4260280371371512
wreaked,0.4261435331029294
tomorrow,0.426207794744546
initiated,0.426230834563753
consequences,0.42623346435463705
sink,0.4262370006282252
detection,0.4262798769539547
oust,0.4262864769150674
people,0.4263776696221977
lanuf,0.42639438171115723
systemic,0.426400298119036
controlled,0.42640418594540225
illegitimate,0.4264202909025512
continued,0.4264533450374964
virtually,0.4264631352208692
blamed,0.4264650506491045
cases,0.4265852946568606
reeling,0.4266102181650818
railways,0.4266439490280223
decree,0.426662487215453
deterioration,0.4266914837965729
labeling,0.4266958338722544
loaded,0.42673597780872347
yesterday,0.4267587211712404
brega,0.42684892597053553
trade,0.4268559424309256
demonstration,0.4269061482156053
government,0.4270068964322633
assad,0.42704394979025073
assurances,0.4270514426452011
emerge,0.42717535496842585
stance,0.4272770181949121
setbacks,0.4273121472760095
occur,0.42733467651185464
travelers,0.4273841920495309
resolving,0.42738699875330255
shrunk,0.42741615219350765
criminal,0.4274236590026821
fertilizer,0.42742381915245714
maintained,0.4274449602381642
aiteo,0.42745586999507296
slap,0.4274933073422177
inadvertently,0.42750416103002764
waves,0.4275326065097315
productive,0.42759830673601606
location,0.4276031890103976
airline,0.42761258437823024
rescheduled,0.42762161322236464
pledge,0.4276416514097566
recognizes,0.4276434828233609
choice,0.42764842475137765
reasons,0.4278319144557147
adversely,0.42788893024643593
cuba,0.427905244770598
farda,0.42792728962936977
causing,0.42794729380458024
plants,0.42794891144603847
resolved,0.427952468192612
hampered,0.42795840532493623
beaches,0.42796419323711593
en,0.4280431007312516
poland,0.42808839548164307
card,0.4280988198010051
reopened,0.4280992890672323
odds,0.4282155323502589
upended,0.42826790788003116
seemingly,0.4283317661671079
fallen,0.4283351240116839
restricting,0.42837500249083116
either,0.42841993287850405
fleeing,0.4284606228505387
evacuate,0.4284691745890145
embezzlement,0.42847652207051906
transferred,0.4284954010306472
happened,0.4285079737564201
native,0.4285147173528768
death,0.4285338441138103
differences,0.42855367938781763
haiti,0.42855685990757014
institutions,0.42861632600670047
cypriots,0.42861913009323377
relinquishing,0.42862840605135283
malaysian,0.4286385877815763
depressed,0.42865712689469887
alireza,0.42865947341825794
hypothetical,0.4286624869101605
burned,0.4286626533618883
uncovered,0.4286737099787537
worsens,0.4286852808667521
oktoberfest,0.42870662844413543
environmentalists,0.42873010929818917
knowing,0.4287351894822487
proximity,0.4287462187562945
pulled,0.4287696673720481
slapped,0.4287716654924971
violated,0.4287731215568951
pentagon,0.42877322069583346
explode,0.4287745064607093
iranians,0.42877554703814813
arab,0.42890062979068866
cause,0.42892379805400016
lag,0.428959390784007
rebellion,0.4289597515040494
choking,0.428966353708609
forge,0.4290010749777837
dominated,0.4290221466707167
investigating,0.4291261701363766
completed,0.42914875874789515
rebound,0.42916159454486097
repeatedly,0.42916672514273124
blacklisted,0.42922235462181324
hossein,0.4292289239526076
route,0.4292474912507589
sars,0.42925764973237784
coalition,0.4292685641022068
erbil,0.4292871370847564
environmentalist,0.4293247742409927
justices,0.4293681706339441
abbas,0.42938385188615785
notice,0.4294050420190652
paralyzed,0.4294157121663111
serious,0.4294159204269055
visiting,0.4294429480374108
rebounding,0.429510076848207
provinces,0.4295225777688398
user,0.4295375726884108
followed,0.4295520422201319
anonymity,0.42955283841809616
somali,0.4295708910021398
kong,0.4295823233463846
eez,0.42961482454145755
witness,0.4296796694967666
chiefly,0.42968966839014633
undertaken,0.42970018849126157
richter,0.429700883764534
comes,0.4297248918903189
undeterred,0.42974433815949636
resistance,0.42975862088840133
transports,0.42981680268351585
adopted,0.42982022527787034
equally,0.42984991123750965
bearing,0.4298762803830425
persons,0.4298877292304024
humanity,0.4298910494496711
baku,0.4298916472539567
radioactive,0.42991209305542494
raging,0.4299681906746518
shortly,0.42997049457920183
brexit,0.43001376697944527
2000s,0.430019376341501
crab,0.43003184395113747
reduced,0.43005164212959257
exclusively,0.43008451973120143
whom,0.43008653419603066
ras,0.43008879325924976
fled,0.43010172276320807
breached,0.43018259115022883
accompanied,0.4301960309451858
druzhba,0.4302109249427516
defeated,0.4302654768360605
deficits,0.4303125035825886
friends,0.43040559292792413
passing,0.4304145434750716
subsequently,0.43058186148353494
challenges,0.4305871291249726
excluded,0.4305923971786598
precaution,0.4306212294828264
suffering,0.4306445565935002
strengthened,0.43065040512107344
solidarity,0.43067343647968964
slammed,0.43071108635551925
ignored,0.43071917917209274
sheer,0.43072308222522077
iraqi,0.43072826733430297
struggled,0.43073761435485597
egyptian,0.43073787817794845
knew,0.4307727103117418
delegation,0.4307769712318054
spurred,0.43077755658310757
unhappy,0.4307838583105752
anti,0.43078632372595155
demanded,0.43079932623682526
catastrophic,0.430831989040029
border,0.43090593316185444
odessa,0.43090975381096397
approached,0.4309190572006128
dams,0.43094390989867287
pressured,0.4309824479643819
oakland,0.43103453646119955
longstanding,0.4310639157725541
immense,0.43106674337433876
theory,0.4310668506764323
nomination,0.43110460294370617
heading,0.43110804829599014
created,0.43112120441904556
snapped,0.4311843494354076
courts,0.4312404592940456
city,0.4313440365965803
stricken,0.43136644427210574
deliberate,0.43137833360334177
cooperating,0.4313794046254141
insisting,0.4314132231362434
dismissed,0.43142616551219437
leader,0.4314688455234859
threaten,0.4314748383186355
qf,0.43148651109100294
escorting,0.4314867742859878
strip,0.431513925680926
seemed,0.43151441429817117
health,0.4315206730435714
iraq,0.43156142385516244
corruption,0.43156489625843275
assigned,0.43156995967632267
contained,0.43157886763095404
blowout,0.43158571982711474
deaths,0.4315972219065688
