Date,Sentiprop,SentipropMc,SemanticAxis,SemanticAxisMc,McDonaldF,McDonald,N
2019-01-02T00:00:00Z,-0.011436182087964316,0.13758337465080933,0.049283840447214844,0.4770576228434162,1,1,1
2019-01-03T00:00:00Z,-0.3124406068556619,0.5783604537764678,0.00835572085217771,1.4121751974085661,-0.06464646464646465,0.6666666666666667,4
2019-01-04T00:00:00Z,0.2588540342630216,1.0397285322570728,0.9228799315569877,2.7629727774582142,0.5818181818181818,-0.2888888888888889,6
2019-01-05T00:00:00Z,0.00418705786479635,0.607144502628534,0.19962082510032303,1.5895731330835716,-1.6593406593406592,-1.6984126984126984,3
2019-01-07T00:00:00Z,-0.15206396326180394,-0.007279905980761191,-0.21820206002012196,0.31450161839350743,-0.7777777777777777,-1,2
2019-01-08T00:00:00Z,0.143757172968928,0.9757316675808793,0.8300395910548523,2.938764876017904,-1.1585901027077496,-0.8545454545454545,7
2019-01-09T00:00:00Z,-0.1594560751454909,1.047787054358827,0.7934788042827918,2.3898984398913514,-1.6605339105339105,0.2900432900432901,7
2019-01-10T00:00:00Z,0.14093888666813884,0.7571598199174804,1.2266694592949694,2.4356978293004645,0.24000000000000005,-1.7222222222222223,6
2019-01-11T00:00:00Z,1.7805259635006107e-4,1.4726885027890713,1.4443811807849998,3.6916006137527733,1.2047619047619047,-0.3,9
2019-01-12T00:00:00Z,-0.031051648253217073,0.9434582442233755,0.7809166428106118,2.039088170049875,0.26456876456876455,-0.16666666666666663,4
2019-01-14T00:00:00Z,0.24875475274870237,0.6141262247083547,0.3070036508864412,1.36083927411551,-0.45,0.42857142857142855,3
2019-01-15T00:00:00Z,-0.24913535913346707,1.2225857735554642,0.5071581638140312,2.6938619451278534,-1.3464912280701755,-0.7444444444444445,10
2019-01-16T00:00:00Z,0.35209745110069807,0.8244356673044139,0.7634648357925825,2.1104678517137008,3.1333333333333333,1.8888888888888888,5
2019-01-17T00:00:00Z,0.13691794786393108,1.5677608406000512,1.1554537483004794,3.181526985178333,3.2643274853801167,3.238095238095238,8
2019-01-18T00:00:00Z,0.23307206034646397,0.9744626362539106,1.557647088385421,3.4526751150125756,-1.3975905673274094,-2.6833333333333336,7
2019-01-19T00:00:00Z,0.22828064029087336,1.0526214922204378,0.7137624927438279,2.5382270860662186,0.35999999999999993,1.7142857142857144,6
